SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-13 18:23:18.361901,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-57
1,DC:A6:32:33:AD:2C,2020-07-13 18:23:19.069577,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-61
2,DC:A6:32:33:AD:2C,2020-07-13 18:23:20.350854,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-58
3,DC:A6:32:33:AD:2C,2020-07-13 18:23:21.009653,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-59
4,DC:A6:32:33:AD:2C,2020-07-13 18:23:22.110916,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-57
5,DC:A6:32:33:AD:2C,2020-07-13 18:23:23.109743,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-54
6,DC:A6:32:33:AD:2C,2020-07-13 18:23:24.109742,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-62
7,DC:A6:32:33:AD:2C,2020-07-13 18:23:25.049773,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-54
8,DC:A6:32:33:AD:2C,2020-07-13 18:23:26.053499,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-58
9,DC:A6:32:33:AD:2C,2020-07-13 18:23:27.155358,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-58
10,DC:A6:32:33:AD:2C,2020-07-13 18:23:28.040968,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-63
11,DC:A6:32:33:AD:2C,2020-07-13 18:23:29.079729,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-62
12,DC:A6:32:33:AD:2C,2020-07-13 18:23:30.058568,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-54
13,DC:A6:32:33:AD:2C,2020-07-13 18:23:31.032327,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-58
14,DC:A6:32:33:AD:2C,2020-07-13 18:23:32.171651,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-61
15,DC:A6:32:33:AD:2C,2020-07-13 18:23:33.188568,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-57
16,DC:A6:32:33:AD:2C,2020-07-13 18:23:34.037999,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-63
17,DC:A6:32:33:AD:2C,2020-07-13 18:23:35.044250,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-57
18,DC:A6:32:33:AD:2C,2020-07-13 18:23:36.163242,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-55
19,DC:A6:32:33:AD:2C,2020-07-13 18:23:37.214272,e587ccea-c556-11ea-8757-dca63233ad2b,1,1,1,-57
