SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-11 14:23:10.664089,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-53
1,DC:A6:32:33:AD:2C,2020-07-11 14:23:11.067894,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-53
2,DC:A6:32:33:AD:2C,2020-07-11 14:23:12.047009,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-51
3,DC:A6:32:33:AD:2C,2020-07-11 14:23:13.468239,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-52
4,DC:A6:32:33:AD:2C,2020-07-11 14:23:14.089410,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-52
5,DC:A6:32:33:AD:2C,2020-07-11 14:23:15.698189,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-54
6,DC:A6:32:33:AD:2C,2020-07-11 14:23:16.200732,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-55
7,DC:A6:32:33:AD:2C,2020-07-11 14:23:17.052539,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-52
8,DC:A6:32:33:AD:2C,2020-07-11 14:23:18.139434,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-51
9,DC:A6:32:33:AD:2C,2020-07-11 14:23:19.115714,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-51
10,DC:A6:32:33:AD:2C,2020-07-11 14:23:20.394555,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-54
11,DC:A6:32:33:AD:2C,2020-07-11 14:23:21.020720,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-52
12,DC:A6:32:33:AD:2C,2020-07-11 14:23:22.303348,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-51
13,DC:A6:32:33:AD:2C,2020-07-11 14:23:23.198325,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-51
14,DC:A6:32:33:AD:2C,2020-07-11 14:23:24.418282,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-52
15,DC:A6:32:33:AD:2C,2020-07-11 14:23:25.078264,90135d92-c3a3-11ea-90d5-dca63233ad2b,1,1,1,-51
