SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-11 14:28:13.094200,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-59
1,DC:A6:32:33:AD:2C,2020-07-11 14:28:14.400881,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-63
2,DC:A6:32:33:AD:2C,2020-07-11 14:28:15.023244,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-62
3,DC:A6:32:33:AD:2C,2020-07-11 14:28:16.227561,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-60
4,DC:A6:32:33:AD:2C,2020-07-11 14:28:18.232141,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-62
5,DC:A6:32:33:AD:2C,2020-07-11 14:28:19.302047,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-60
6,DC:A6:32:33:AD:2C,2020-07-11 14:28:20.404573,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-59
7,DC:A6:32:33:AD:2C,2020-07-11 14:28:21.128222,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-61
8,DC:A6:32:33:AD:2C,2020-07-11 14:28:23.133324,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-54
9,DC:A6:32:33:AD:2C,2020-07-11 14:28:24.019580,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-61
10,DC:A6:32:33:AD:2C,2020-07-11 14:28:25.004686,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-55
11,DC:A6:32:33:AD:2C,2020-07-11 14:28:26.566483,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-60
12,DC:A6:32:33:AD:2C,2020-07-11 14:28:27.098280,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-54
13,DC:A6:32:33:AD:2C,2020-07-11 14:28:28.293347,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-60
14,DC:A6:32:33:AD:2C,2020-07-11 14:28:29.210854,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-59
15,DC:A6:32:33:AD:2C,2020-07-11 14:28:30.119642,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-54
16,DC:A6:32:33:AD:2C,2020-07-11 14:28:31.060941,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-61
17,DC:A6:32:33:AD:2C,2020-07-11 14:28:32.034576,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-62
18,DC:A6:32:33:AD:2C,2020-07-11 14:28:33.025850,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-61
19,DC:A6:32:33:AD:2C,2020-07-11 14:28:34.147713,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-62
20,DC:A6:32:33:AD:2C,2020-07-11 14:28:36.152341,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-54
21,DC:A6:32:33:AD:2C,2020-07-11 14:28:37.229648,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-54
22,DC:A6:32:33:AD:2C,2020-07-11 14:28:38.752250,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-59
23,DC:A6:32:33:AD:2C,2020-07-11 14:28:39.118400,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-60
24,DC:A6:32:33:AD:2C,2020-07-11 14:28:40.508430,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-54
25,DC:A6:32:33:AD:2C,2020-07-11 14:28:41.313413,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-60
26,DC:A6:32:33:AD:2C,2020-07-11 14:28:42.120968,34c845b4-c3a4-11ea-b413-dca63233ad2b,1,1,1,-61
