SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-11 15:37:14.492293,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
1,DC:A6:32:33:AD:2C,2020-07-11 15:37:15.011738,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
2,DC:A6:32:33:AD:2C,2020-07-11 15:37:16.228330,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
3,DC:A6:32:33:AD:2C,2020-07-11 15:37:17.111981,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
4,DC:A6:32:33:AD:2C,2020-07-11 15:37:18.098295,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
5,DC:A6:32:33:AD:2C,2020-07-11 15:37:19.031579,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
6,DC:A6:32:33:AD:2C,2020-07-11 15:37:21.037205,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
7,DC:A6:32:33:AD:2C,2020-07-11 15:37:22.250904,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
8,DC:A6:32:33:AD:2C,2020-07-11 15:37:23.130828,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
9,DC:A6:32:33:AD:2C,2020-07-11 15:37:24.084367,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
10,DC:A6:32:33:AD:2C,2020-07-11 15:37:25.426542,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
11,DC:A6:32:33:AD:2C,2020-07-11 15:37:26.078341,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
12,DC:A6:32:33:AD:2C,2020-07-11 15:37:27.095982,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
13,DC:A6:32:33:AD:2C,2020-07-11 15:37:28.087173,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
14,DC:A6:32:33:AD:2C,2020-07-11 15:37:29.244336,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
15,DC:A6:32:33:AD:2C,2020-07-11 15:37:30.255968,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
16,DC:A6:32:33:AD:2C,2020-07-11 15:37:31.090890,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
17,DC:A6:32:33:AD:2C,2020-07-11 15:37:32.007177,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
18,DC:A6:32:33:AD:2C,2020-07-11 15:37:33.476526,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
19,DC:A6:32:33:AD:2C,2020-07-11 15:37:34.202306,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
20,DC:A6:32:33:AD:2C,2020-07-11 15:37:35.251007,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
21,DC:A6:32:33:AD:2C,2020-07-11 15:37:36.035927,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
22,DC:A6:32:33:AD:2C,2020-07-11 15:37:37.256731,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
23,DC:A6:32:33:AD:2C,2020-07-11 15:37:38.180968,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
24,DC:A6:32:33:AD:2C,2020-07-11 15:37:39.155965,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
25,DC:A6:32:33:AD:2C,2020-07-11 15:37:40.043454,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-57
26,DC:A6:32:33:AD:2C,2020-07-11 15:37:41.059462,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
27,DC:A6:32:33:AD:2C,2020-07-11 15:37:42.094802,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
28,DC:A6:32:33:AD:2C,2020-07-11 15:37:43.072324,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
29,DC:A6:32:33:AD:2C,2020-07-11 15:37:44.116079,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
30,DC:A6:32:33:AD:2C,2020-07-11 15:37:45.002380,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
31,DC:A6:32:33:AD:2C,2020-07-11 15:37:46.337196,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
32,DC:A6:32:33:AD:2C,2020-07-11 15:37:47.133573,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
33,DC:A6:32:33:AD:2C,2020-07-11 15:37:48.069774,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
34,DC:A6:32:33:AD:2C,2020-07-11 15:37:49.128627,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
35,DC:A6:32:33:AD:2C,2020-07-11 15:37:50.129963,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
36,DC:A6:32:33:AD:2C,2020-07-11 15:37:51.011185,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
37,DC:A6:32:33:AD:2C,2020-07-11 15:37:52.142745,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
38,DC:A6:32:33:AD:2C,2020-07-11 15:37:53.656206,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-57
39,DC:A6:32:33:AD:2C,2020-07-11 15:37:54.029262,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
40,DC:A6:32:33:AD:2C,2020-07-11 15:37:55.396212,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
41,DC:A6:32:33:AD:2C,2020-07-11 15:37:56.222502,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
42,DC:A6:32:33:AD:2C,2020-07-11 15:37:57.042497,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
43,DC:A6:32:33:AD:2C,2020-07-11 15:37:58.135923,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-57
44,DC:A6:32:33:AD:2C,2020-07-11 15:38:00.141229,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
45,DC:A6:32:33:AD:2C,2020-07-11 15:38:01.171266,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
46,DC:A6:32:33:AD:2C,2020-07-11 15:38:02.264996,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
47,DC:A6:32:33:AD:2C,2020-07-11 15:38:03.090071,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
48,DC:A6:32:33:AD:2C,2020-07-11 15:38:04.621489,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
49,DC:A6:32:33:AD:2C,2020-07-11 15:38:05.020053,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-57
50,DC:A6:32:33:AD:2C,2020-07-11 15:38:06.058161,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
51,DC:A6:32:33:AD:2C,2020-07-11 15:38:07.421245,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-57
52,DC:A6:32:33:AD:2C,2020-07-11 15:38:08.031231,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
53,DC:A6:32:33:AD:2C,2020-07-11 15:38:09.006251,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-61
54,DC:A6:32:33:AD:2C,2020-07-11 15:38:10.495136,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-59
55,DC:A6:32:33:AD:2C,2020-07-11 15:38:11.022565,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
56,DC:A6:32:33:AD:2C,2020-07-11 15:38:12.923824,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-57
57,DC:A6:32:33:AD:2C,2020-07-11 15:38:13.005004,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-58
58,DC:A6:32:33:AD:2C,2020-07-11 15:38:14.491372,d95aae1a-c3ad-11ea-9496-dca63233ad2b,1,1,1,-60
