SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-12 10:49:57.253896,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-52
1,DC:A6:32:33:AD:2C,2020-07-12 10:49:58.023366,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
2,DC:A6:32:33:AD:2C,2020-07-12 10:49:59.390946,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-52
3,DC:A6:32:33:AD:2C,2020-07-12 10:50:00.217139,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-52
4,DC:A6:32:33:AD:2C,2020-07-12 10:50:01.088427,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
5,DC:A6:32:33:AD:2C,2020-07-12 10:50:02.064043,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-51
6,DC:A6:32:33:AD:2C,2020-07-12 10:50:03.123496,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
7,DC:A6:32:33:AD:2C,2020-07-12 10:50:04.005981,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-51
8,DC:A6:32:33:AD:2C,2020-07-12 10:50:05.103424,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-52
9,DC:A6:32:33:AD:2C,2020-07-12 10:50:06.015926,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-52
10,DC:A6:32:33:AD:2C,2020-07-12 10:50:07.369894,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
11,DC:A6:32:33:AD:2C,2020-07-12 10:50:08.040995,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
12,DC:A6:32:33:AD:2C,2020-07-12 10:50:09.141583,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-52
13,DC:A6:32:33:AD:2C,2020-07-12 10:50:10.055940,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
14,DC:A6:32:33:AD:2C,2020-07-12 10:50:11.050948,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-51
15,DC:A6:32:33:AD:2C,2020-07-12 10:50:12.898886,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
16,DC:A6:32:33:AD:2C,2020-07-12 10:50:13.012256,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-52
17,DC:A6:32:33:AD:2C,2020-07-12 10:50:15.016740,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-51
18,DC:A6:32:33:AD:2C,2020-07-12 10:50:16.274855,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-52
19,DC:A6:32:33:AD:2C,2020-07-12 10:50:17.168513,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
20,DC:A6:32:33:AD:2C,2020-07-12 10:50:18.069426,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
21,DC:A6:32:33:AD:2C,2020-07-12 10:50:19.074902,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
22,DC:A6:32:33:AD:2C,2020-07-12 10:50:20.031043,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
23,DC:A6:32:33:AD:2C,2020-07-12 10:50:21.061050,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
24,DC:A6:32:33:AD:2C,2020-07-12 10:50:22.421122,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-55
25,DC:A6:32:33:AD:2C,2020-07-12 10:50:23.343446,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
26,DC:A6:32:33:AD:2C,2020-07-12 10:50:25.059968,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-52
