SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-12 10:45:35.122857,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
1,DC:A6:32:33:AD:2C,2020-07-12 10:45:36.012392,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-55
2,DC:A6:32:33:AD:2C,2020-07-12 10:45:37.012458,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
3,DC:A6:32:33:AD:2C,2020-07-12 10:45:38.318800,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
4,DC:A6:32:33:AD:2C,2020-07-12 10:45:39.451253,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-63
5,DC:A6:32:33:AD:2C,2020-07-12 10:45:40.197482,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-55
6,DC:A6:32:33:AD:2C,2020-07-12 10:45:41.099972,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-62
7,DC:A6:32:33:AD:2C,2020-07-12 10:45:42.014929,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
8,DC:A6:32:33:AD:2C,2020-07-12 10:45:43.035579,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
9,DC:A6:32:33:AD:2C,2020-07-12 10:45:44.289924,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
10,DC:A6:32:33:AD:2C,2020-07-12 10:45:45.109933,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
11,DC:A6:32:33:AD:2C,2020-07-12 10:45:47.008790,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
12,DC:A6:32:33:AD:2C,2020-07-12 10:45:48.370043,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
13,DC:A6:32:33:AD:2C,2020-07-12 10:45:49.457499,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
14,DC:A6:32:33:AD:2C,2020-07-12 10:45:50.259939,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-63
15,DC:A6:32:33:AD:2C,2020-07-12 10:45:51.061172,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-55
16,DC:A6:32:33:AD:2C,2020-07-12 10:45:52.269967,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-55
17,DC:A6:32:33:AD:2C,2020-07-12 10:45:53.003736,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-67
18,DC:A6:32:33:AD:2C,2020-07-12 10:45:54.134975,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
19,DC:A6:32:33:AD:2C,2020-07-12 10:45:55.077468,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
20,DC:A6:32:33:AD:2C,2020-07-12 10:45:56.529415,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-63
21,DC:A6:32:33:AD:2C,2020-07-12 10:45:57.113707,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-53
22,DC:A6:32:33:AD:2C,2020-07-12 10:45:58.748851,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
23,DC:A6:32:33:AD:2C,2020-07-12 10:45:59.007463,924721e4-c44c-11ea-994e-dca63233ad2b,1,1,1,-54
