SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-14 18:23:37.277517,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-62
1,DC:A6:32:33:AD:2C,2020-07-14 18:23:38.521837,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
2,DC:A6:32:33:AD:2C,2020-07-14 18:23:39.325490,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-61
3,DC:A6:32:33:AD:2C,2020-07-14 18:23:40.365486,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
4,DC:A6:32:33:AD:2C,2020-07-14 18:23:41.045483,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
5,DC:A6:32:33:AD:2C,2020-07-14 18:23:42.155523,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
6,DC:A6:32:33:AD:2C,2020-07-14 18:23:43.437485,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
7,DC:A6:32:33:AD:2C,2020-07-14 18:23:44.050566,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
8,DC:A6:32:33:AD:2C,2020-07-14 18:23:45.092526,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
9,DC:A6:32:33:AD:2C,2020-07-14 18:23:46.002489,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-60
10,DC:A6:32:33:AD:2C,2020-07-14 18:23:47.095655,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
11,DC:A6:32:33:AD:2C,2020-07-14 18:23:48.015046,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-60
12,DC:A6:32:33:AD:2C,2020-07-14 18:23:49.292592,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
13,DC:A6:32:33:AD:2C,2020-07-14 18:23:50.100847,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
14,DC:A6:32:33:AD:2C,2020-07-14 18:23:51.115776,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
15,DC:A6:32:33:AD:2C,2020-07-14 18:23:52.065792,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-60
16,DC:A6:32:33:AD:2C,2020-07-14 18:23:53.114007,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
17,DC:A6:32:33:AD:2C,2020-07-14 18:23:54.067173,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
18,DC:A6:32:33:AD:2C,2020-07-14 18:23:55.080907,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
19,DC:A6:32:33:AD:2C,2020-07-14 18:23:56.636019,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
20,DC:A6:32:33:AD:2C,2020-07-14 18:23:57.019671,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
21,DC:A6:32:33:AD:2C,2020-07-14 18:23:58.126102,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
22,DC:A6:32:33:AD:2C,2020-07-14 18:23:59.044784,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
23,DC:A6:32:33:AD:2C,2020-07-14 18:24:00.011011,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-60
24,DC:A6:32:33:AD:2C,2020-07-14 18:24:01.356056,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
25,DC:A6:32:33:AD:2C,2020-07-14 18:24:02.072414,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
26,DC:A6:32:33:AD:2C,2020-07-14 18:24:03.018677,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-52
27,DC:A6:32:33:AD:2C,2020-07-14 18:24:04.262393,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
28,DC:A6:32:33:AD:2C,2020-07-14 18:24:05.355593,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
29,DC:A6:32:33:AD:2C,2020-07-14 18:24:06.013839,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-59
30,DC:A6:32:33:AD:2C,2020-07-14 18:24:07.106977,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-53
31,DC:A6:32:33:AD:2C,2020-07-14 18:24:08.175173,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-60
32,DC:A6:32:33:AD:2C,2020-07-14 18:24:09.006361,41d95972-c620-11ea-acbc-dca63233ad2b,1,1,1,-62
