SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-12 12:43:01.013403,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-61
1,DC:A6:32:33:AD:2C,2020-07-12 12:43:02.107522,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-59
2,DC:A6:32:33:AD:2C,2020-07-12 12:43:04.077621,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-58
3,DC:A6:32:33:AD:2C,2020-07-12 12:43:05.182660,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-60
4,DC:A6:32:33:AD:2C,2020-07-12 12:43:06.033428,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-65
5,DC:A6:32:33:AD:2C,2020-07-12 12:43:08.009522,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-60
6,DC:A6:32:33:AD:2C,2020-07-12 12:43:09.207223,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-58
7,DC:A6:32:33:AD:2C,2020-07-12 12:43:10.089745,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-61
8,DC:A6:32:33:AD:2C,2020-07-12 12:43:11.097953,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-60
9,DC:A6:32:33:AD:2C,2020-07-12 12:43:13.103035,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-57
10,DC:A6:32:33:AD:2C,2020-07-12 12:43:14.330693,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-65
11,DC:A6:32:33:AD:2C,2020-07-12 12:43:15.036107,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-64
12,DC:A6:32:33:AD:2C,2020-07-12 12:43:17.039961,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-63
13,DC:A6:32:33:AD:2C,2020-07-12 12:43:18.165561,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-63
14,DC:A6:32:33:AD:2C,2020-07-12 12:43:19.380835,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-60
15,DC:A6:32:33:AD:2C,2020-07-12 12:43:20.015625,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-64
16,DC:A6:32:33:AD:2C,2020-07-12 12:43:21.100162,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-61
17,DC:A6:32:33:AD:2C,2020-07-12 12:43:22.023230,57deca86-c45e-11ea-8b3e-dca63233ad2b,1,1,1,-61
