SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-11 19:06:56.010915,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-55
1,DC:A6:32:33:AD:2C,2020-07-11 19:06:57.036158,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-55
2,DC:A6:32:33:AD:2C,2020-07-11 19:06:58.203815,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-54
3,DC:A6:32:33:AD:2C,2020-07-11 19:06:59.122570,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-54
4,DC:A6:32:33:AD:2C,2020-07-11 19:07:00.053847,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-64
5,DC:A6:32:33:AD:2C,2020-07-11 19:07:02.058932,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-58
6,DC:A6:32:33:AD:2C,2020-07-11 19:07:03.307053,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-65
7,DC:A6:32:33:AD:2C,2020-07-11 19:07:04.135077,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-54
8,DC:A6:32:33:AD:2C,2020-07-11 19:07:06.022555,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-57
9,DC:A6:32:33:AD:2C,2020-07-11 19:07:07.021327,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-54
10,DC:A6:32:33:AD:2C,2020-07-11 19:07:08.591497,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-64
11,DC:A6:32:33:AD:2C,2020-07-11 19:07:09.103887,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-54
12,DC:A6:32:33:AD:2C,2020-07-11 19:07:10.105209,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-64
13,DC:A6:32:33:AD:2C,2020-07-11 19:07:11.133941,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-54
14,DC:A6:32:33:AD:2C,2020-07-11 19:07:12.418436,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-63
15,DC:A6:32:33:AD:2C,2020-07-11 19:07:13.391546,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-56
16,DC:A6:32:33:AD:2C,2020-07-11 19:07:14.125339,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-64
17,DC:A6:32:33:AD:2C,2020-07-11 19:07:15.165243,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-55
18,DC:A6:32:33:AD:2C,2020-07-11 19:07:16.081538,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-54
19,DC:A6:32:33:AD:2C,2020-07-11 19:07:17.028999,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-58
20,DC:A6:32:33:AD:2C,2020-07-11 19:07:19.034137,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-63
21,DC:A6:32:33:AD:2C,2020-07-11 19:07:20.061703,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-57
22,DC:A6:32:33:AD:2C,2020-07-11 19:07:21.180949,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-57
23,DC:A6:32:33:AD:2C,2020-07-11 19:07:23.051807,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-55
24,DC:A6:32:33:AD:2C,2020-07-11 19:07:25.056714,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-64
25,DC:A6:32:33:AD:2C,2020-07-11 19:07:26.248576,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-65
26,DC:A6:32:33:AD:2C,2020-07-11 19:07:27.165497,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-54
27,DC:A6:32:33:AD:2C,2020-07-11 19:07:28.441830,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-54
