SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-11 18:56:49.583302,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-62
1,DC:A6:32:33:AD:2C,2020-07-11 18:56:50.037364,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-67
2,DC:A6:32:33:AD:2C,2020-07-11 18:56:51.280857,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-65
3,DC:A6:32:33:AD:2C,2020-07-11 18:56:52.147006,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-61
4,DC:A6:32:33:AD:2C,2020-07-11 18:56:53.160194,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-64
5,DC:A6:32:33:AD:2C,2020-07-11 18:56:54.023348,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-61
6,DC:A6:32:33:AD:2C,2020-07-11 18:56:55.092033,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-61
7,DC:A6:32:33:AD:2C,2020-07-11 18:56:57.097195,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-63
8,DC:A6:32:33:AD:2C,2020-07-11 18:56:58.343367,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-58
9,DC:A6:32:33:AD:2C,2020-07-11 18:56:59.414545,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-63
10,DC:A6:32:33:AD:2C,2020-07-11 18:57:00.169590,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-63
11,DC:A6:32:33:AD:2C,2020-07-11 18:57:01.262106,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-60
12,DC:A6:32:33:AD:2C,2020-07-11 18:57:02.032101,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-62
13,DC:A6:32:33:AD:2C,2020-07-11 18:57:03.067109,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-59
14,DC:A6:32:33:AD:2C,2020-07-11 18:57:04.047064,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-61
15,DC:A6:32:33:AD:2C,2020-07-11 18:57:05.082173,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-64
16,DC:A6:32:33:AD:2C,2020-07-11 18:57:06.157183,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-60
17,DC:A6:32:33:AD:2C,2020-07-11 18:57:07.023313,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-61
18,DC:A6:32:33:AD:2C,2020-07-11 18:57:08.047053,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-60
19,DC:A6:32:33:AD:2C,2020-07-11 18:57:09.044539,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-62
20,DC:A6:32:33:AD:2C,2020-07-11 18:57:11.049644,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-61
21,DC:A6:32:33:AD:2C,2020-07-11 18:57:12.213319,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-68
22,DC:A6:32:33:AD:2C,2020-07-11 18:57:13.035995,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-63
23,DC:A6:32:33:AD:2C,2020-07-11 18:57:14.045919,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-59
24,DC:A6:32:33:AD:2C,2020-07-11 18:57:15.053375,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-64
25,DC:A6:32:33:AD:2C,2020-07-11 18:57:16.483369,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-63
26,DC:A6:32:33:AD:2C,2020-07-11 18:57:17.030814,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-64
27,DC:A6:32:33:AD:2C,2020-07-11 18:57:18.074665,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-62
28,DC:A6:32:33:AD:2C,2020-07-11 18:57:20.079693,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-66
29,DC:A6:32:33:AD:2C,2020-07-11 18:57:21.383407,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-71
30,DC:A6:32:33:AD:2C,2020-07-11 18:57:22.023418,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-86
31,DC:A6:32:33:AD:2C,2020-07-11 18:57:23.291025,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-63
32,DC:A6:32:33:AD:2C,2020-07-11 18:57:24.277752,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-68
33,DC:A6:32:33:AD:2C,2020-07-11 18:57:25.113353,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-62
34,DC:A6:32:33:AD:2C,2020-07-11 18:57:26.862243,bf863704-c3c9-11ea-a193-dca63233ad2b,1,1,1,-60
