SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-11 18:47:00.552433,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-50
1,DC:A6:32:33:AD:2C,2020-07-11 18:47:01.139825,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-53
2,DC:A6:32:33:AD:2C,2020-07-11 18:47:02.681012,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-48
3,DC:A6:32:33:AD:2C,2020-07-11 18:47:03.473572,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-52
4,DC:A6:32:33:AD:2C,2020-07-11 18:47:04.025391,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-52
5,DC:A6:32:33:AD:2C,2020-07-11 18:47:05.012424,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-50
6,DC:A6:32:33:AD:2C,2020-07-11 18:47:06.431012,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
7,DC:A6:32:33:AD:2C,2020-07-11 18:47:07.077839,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
8,DC:A6:32:33:AD:2C,2020-07-11 18:47:08.092237,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
9,DC:A6:32:33:AD:2C,2020-07-11 18:47:09.191084,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
10,DC:A6:32:33:AD:2C,2020-07-11 18:47:10.029765,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
11,DC:A6:32:33:AD:2C,2020-07-11 18:47:11.096018,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
12,DC:A6:32:33:AD:2C,2020-07-11 18:47:12.012315,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-52
13,DC:A6:32:33:AD:2C,2020-07-11 18:47:13.011863,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
14,DC:A6:32:33:AD:2C,2020-07-11 18:47:14.102292,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-50
15,DC:A6:32:33:AD:2C,2020-07-11 18:47:15.051095,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
16,DC:A6:32:33:AD:2C,2020-07-11 18:47:16.206139,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-52
17,DC:A6:32:33:AD:2C,2020-07-11 18:47:17.339784,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-48
18,DC:A6:32:33:AD:2C,2020-07-11 18:47:18.066011,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-48
19,DC:A6:32:33:AD:2C,2020-07-11 18:47:19.283529,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-50
20,DC:A6:32:33:AD:2C,2020-07-11 18:47:20.014856,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-52
21,DC:A6:32:33:AD:2C,2020-07-11 18:47:21.076144,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
22,DC:A6:32:33:AD:2C,2020-07-11 18:47:22.022312,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-52
23,DC:A6:32:33:AD:2C,2020-07-11 18:47:23.633660,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-52
24,DC:A6:32:33:AD:2C,2020-07-11 18:47:24.091041,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
25,DC:A6:32:33:AD:2C,2020-07-11 18:47:25.463576,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-52
26,DC:A6:32:33:AD:2C,2020-07-11 18:47:26.316050,5344322c-c3c8-11ea-b45c-dca63233ad2b,1,1,1,-51
