SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-12 20:29:29.546820,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-64
1,DC:A6:32:33:AD:2C,2020-07-12 20:29:30.028849,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-63
2,DC:A6:32:33:AD:2C,2020-07-12 20:29:31.407931,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-68
3,DC:A6:32:33:AD:2C,2020-07-12 20:29:32.174190,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-73
4,DC:A6:32:33:AD:2C,2020-07-12 20:29:33.207307,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-69
5,DC:A6:32:33:AD:2C,2020-07-12 20:29:34.106709,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-68
6,DC:A6:32:33:AD:2C,2020-07-12 20:29:35.037955,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-73
7,DC:A6:32:33:AD:2C,2020-07-12 20:29:36.012891,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-68
8,DC:A6:32:33:AD:2C,2020-07-12 20:29:37.372981,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-69
9,DC:A6:32:33:AD:2C,2020-07-12 20:29:38.066669,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-70
10,DC:A6:32:33:AD:2C,2020-07-12 20:29:39.056790,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-71
11,DC:A6:32:33:AD:2C,2020-07-12 20:29:40.348628,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-66
12,DC:A6:32:33:AD:2C,2020-07-12 20:29:41.023018,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-63
13,DC:A6:32:33:AD:2C,2020-07-12 20:29:42.094893,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-65
14,DC:A6:32:33:AD:2C,2020-07-12 20:29:43.194252,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-65
15,DC:A6:32:33:AD:2C,2020-07-12 20:29:44.206748,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-69
16,DC:A6:32:33:AD:2C,2020-07-12 20:29:45.304320,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-66
17,DC:A6:32:33:AD:2C,2020-07-12 20:29:46.034325,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-66
18,DC:A6:32:33:AD:2C,2020-07-12 20:29:47.633106,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-66
19,DC:A6:32:33:AD:2C,2020-07-12 20:29:48.004259,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-69
20,DC:A6:32:33:AD:2C,2020-07-12 20:29:49.064367,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-67
21,DC:A6:32:33:AD:2C,2020-07-12 20:29:50.045641,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-67
22,DC:A6:32:33:AD:2C,2020-07-12 20:29:51.170555,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-69
23,DC:A6:32:33:AD:2C,2020-07-12 20:29:52.125660,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-65
24,DC:A6:32:33:AD:2C,2020-07-12 20:29:53.188095,f30d0bd2-c49d-11ea-8f42-dca63233ad2b,1,1,1,-64
