SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:2C,2020-07-13 12:40:16.012899,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
1,DC:A6:32:33:AD:2C,2020-07-13 12:40:17.199545,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
2,DC:A6:32:33:AD:2C,2020-07-13 12:40:18.070590,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-50
3,DC:A6:32:33:AD:2C,2020-07-13 12:40:20.082127,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-69
4,DC:A6:32:33:AD:2C,2020-07-13 12:40:21.067951,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
5,DC:A6:32:33:AD:2C,2020-07-13 12:40:22.558993,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-58
6,DC:A6:32:33:AD:2C,2020-07-13 12:40:23.106504,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-49
7,DC:A6:32:33:AD:2C,2020-07-13 12:40:24.026460,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-68
8,DC:A6:32:33:AD:2C,2020-07-13 12:40:25.129625,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-48
9,DC:A6:32:33:AD:2C,2020-07-13 12:40:26.070166,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
10,DC:A6:32:33:AD:2C,2020-07-13 12:40:27.054954,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-67
11,DC:A6:32:33:AD:2C,2020-07-13 12:40:28.274834,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-58
12,DC:A6:32:33:AD:2C,2020-07-13 12:40:29.194942,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
13,DC:A6:32:33:AD:2C,2020-07-13 12:40:30.190628,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-68
14,DC:A6:32:33:AD:2C,2020-07-13 12:40:31.354837,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
15,DC:A6:32:33:AD:2C,2020-07-13 12:40:32.170949,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
16,DC:A6:32:33:AD:2C,2020-07-13 12:40:33.029621,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
17,DC:A6:32:33:AD:2C,2020-07-13 12:40:34.265760,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
18,DC:A6:32:33:AD:2C,2020-07-13 12:40:35.211506,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
19,DC:A6:32:33:AD:2C,2020-07-13 12:40:36.546903,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
20,DC:A6:32:33:AD:2C,2020-07-13 12:40:37.021860,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-58
21,DC:A6:32:33:AD:2C,2020-07-13 12:40:38.025498,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
22,DC:A6:32:33:AD:2C,2020-07-13 12:40:39.616082,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-68
23,DC:A6:32:33:AD:2C,2020-07-13 12:40:40.017549,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-58
24,DC:A6:32:33:AD:2C,2020-07-13 12:40:41.436738,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-59
25,DC:A6:32:33:AD:2C,2020-07-13 12:40:42.239572,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
26,DC:A6:32:33:AD:2C,2020-07-13 12:40:44.180007,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
27,DC:A6:32:33:AD:2C,2020-07-13 12:40:45.271958,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
28,DC:A6:32:33:AD:2C,2020-07-13 12:40:46.288499,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
29,DC:A6:32:33:AD:2C,2020-07-13 12:40:47.119985,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-65
30,DC:A6:32:33:AD:2C,2020-07-13 12:40:48.014843,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-58
31,DC:A6:32:33:AD:2C,2020-07-13 12:40:49.116328,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
32,DC:A6:32:33:AD:2C,2020-07-13 12:40:50.177104,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
33,DC:A6:32:33:AD:2C,2020-07-13 12:40:51.760812,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-66
34,DC:A6:32:33:AD:2C,2020-07-13 12:40:52.058403,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-66
35,DC:A6:32:33:AD:2C,2020-07-13 12:40:53.014300,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
36,DC:A6:32:33:AD:2C,2020-07-13 12:40:54.042445,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-66
37,DC:A6:32:33:AD:2C,2020-07-13 12:40:55.058078,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
38,DC:A6:32:33:AD:2C,2020-07-13 12:40:56.009981,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
39,DC:A6:32:33:AD:2C,2020-07-13 12:40:57.259570,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-67
40,DC:A6:32:33:AD:2C,2020-07-13 12:40:58.361661,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-67
41,DC:A6:32:33:AD:2C,2020-07-13 12:40:59.010831,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
42,DC:A6:32:33:AD:2C,2020-07-13 12:41:00.002769,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
43,DC:A6:32:33:AD:2C,2020-07-13 12:41:01.087091,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-58
44,DC:A6:32:33:AD:2C,2020-07-13 12:41:02.141523,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-58
45,DC:A6:32:33:AD:2C,2020-07-13 12:41:03.342314,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
46,DC:A6:32:33:AD:2C,2020-07-13 12:41:04.134150,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
47,DC:A6:32:33:AD:2C,2020-07-13 12:41:05.237293,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
48,DC:A6:32:33:AD:2C,2020-07-13 12:41:06.178990,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-66
49,DC:A6:32:33:AD:2C,2020-07-13 12:41:07.085841,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
50,DC:A6:32:33:AD:2C,2020-07-13 12:41:09.082002,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-66
51,DC:A6:32:33:AD:2C,2020-07-13 12:41:10.326433,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
52,DC:A6:32:33:AD:2C,2020-07-13 12:41:11.178152,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
53,DC:A6:32:33:AD:2C,2020-07-13 12:41:12.069879,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-51
54,DC:A6:32:33:AD:2C,2020-07-13 12:41:13.047855,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-66
55,DC:A6:32:33:AD:2C,2020-07-13 12:41:14.119659,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
56,DC:A6:32:33:AD:2C,2020-07-13 12:41:15.614264,e4419f4e-c526-11ea-8de6-dca63233ad2b,1,1,1,-57
